"date","raw_year","raw_month","m_year","day_of_year","day_of_month","day_of_season","season"
"1937-02-23",1937,2,1937,54,23,85,"DJF"
"1937-02-24",1937,2,1937,55,24,86,"DJF"
"1937-02-25",1937,2,1937,56,25,87,"DJF"
"1937-02-26",1937,2,1937,57,26,88,"DJF"
"1937-02-27",1937,2,1937,58,27,89,"DJF"
"1937-02-28",1937,2,1937,59,28,90,"DJF"
"1937-03-01",1937,3,1937,61,1,1,"MAM"
"1937-03-02",1937,3,1937,62,2,2,"MAM"
"1937-03-03",1937,3,1937,63,3,3,"MAM"
"1937-03-04",1937,3,1937,64,4,4,"MAM"
"1937-03-05",1937,3,1937,65,5,5,"MAM"
"1937-03-06",1937,3,1937,66,6,6,"MAM"
"1937-03-07",1937,3,1937,67,7,7,"MAM"
"1937-03-08",1937,3,1937,68,8,8,"MAM"
"1937-03-09",1937,3,1937,69,9,9,"MAM"
"1937-03-10",1937,3,1937,70,10,10,"MAM"
"1937-03-11",1937,3,1937,71,11,11,"MAM"
"1937-03-12",1937,3,1937,72,12,12,"MAM"
"1937-03-13",1937,3,1937,73,13,13,"MAM"
"1937-03-14",1937,3,1937,74,14,14,"MAM"
"1937-03-15",1937,3,1937,75,15,15,"MAM"
"1937-03-16",1937,3,1937,76,16,16,"MAM"
"1937-03-17",1937,3,1937,77,17,17,"MAM"
"1937-03-18",1937,3,1937,78,18,18,"MAM"
"1937-03-19",1937,3,1937,79,19,19,"MAM"
"1937-03-20",1937,3,1937,80,20,20,"MAM"
"1937-03-21",1937,3,1937,81,21,21,"MAM"
"1937-03-22",1937,3,1937,82,22,22,"MAM"
"1937-03-23",1937,3,1937,83,23,23,"MAM"
"1937-03-24",1937,3,1937,84,24,24,"MAM"
"1937-03-25",1937,3,1937,85,25,25,"MAM"
"1937-03-26",1937,3,1937,86,26,26,"MAM"
"1937-03-27",1937,3,1937,87,27,27,"MAM"
"1937-03-28",1937,3,1937,88,28,28,"MAM"
"1937-03-29",1937,3,1937,89,29,29,"MAM"
"1937-03-30",1937,3,1937,90,30,30,"MAM"
"1937-03-31",1937,3,1937,91,31,31,"MAM"
"1937-04-01",1937,4,1937,92,1,32,"MAM"
"1937-04-02",1937,4,1937,93,2,33,"MAM"
"1937-04-03",1937,4,1937,94,3,34,"MAM"
"1937-04-04",1937,4,1937,95,4,35,"MAM"
"1937-04-05",1937,4,1937,96,5,36,"MAM"
"1937-04-06",1937,4,1937,97,6,37,"MAM"
"1937-04-07",1937,4,1937,98,7,38,"MAM"
"1937-04-08",1937,4,1937,99,8,39,"MAM"
"1937-04-09",1937,4,1937,100,9,40,"MAM"
"1937-04-10",1937,4,1937,101,10,41,"MAM"
"1937-04-11",1937,4,1937,102,11,42,"MAM"
"1937-04-12",1937,4,1937,103,12,43,"MAM"
"1937-04-13",1937,4,1937,104,13,44,"MAM"
"1937-04-14",1937,4,1937,105,14,45,"MAM"
"1937-04-15",1937,4,1937,106,15,46,"MAM"
"1937-04-16",1937,4,1937,107,16,47,"MAM"
"1937-04-17",1937,4,1937,108,17,48,"MAM"
"1937-04-18",1937,4,1937,109,18,49,"MAM"
"1937-04-19",1937,4,1937,110,19,50,"MAM"
"1937-04-20",1937,4,1937,111,20,51,"MAM"
"1937-04-21",1937,4,1937,112,21,52,"MAM"
"1937-04-22",1937,4,1937,113,22,53,"MAM"
"1937-04-23",1937,4,1937,114,23,54,"MAM"
"1937-04-24",1937,4,1937,115,24,55,"MAM"
"1937-04-25",1937,4,1937,116,25,56,"MAM"
"1937-04-26",1937,4,1937,117,26,57,"MAM"
"1937-04-27",1937,4,1937,118,27,58,"MAM"
"1937-04-28",1937,4,1937,119,28,59,"MAM"
"1937-04-29",1937,4,1937,120,29,60,"MAM"
"1937-04-30",1937,4,1937,121,30,61,"MAM"
"1937-05-01",1937,5,1937,122,1,62,"MAM"
"1937-05-02",1937,5,1937,123,2,63,"MAM"
"1937-05-03",1937,5,1937,124,3,64,"MAM"
"1937-05-04",1937,5,1937,125,4,65,"MAM"
"1937-05-05",1937,5,1937,126,5,66,"MAM"
"1937-05-06",1937,5,1937,127,6,67,"MAM"
"1937-05-07",1937,5,1937,128,7,68,"MAM"
"1937-05-08",1937,5,1937,129,8,69,"MAM"
"1937-05-09",1937,5,1937,130,9,70,"MAM"
"1937-05-10",1937,5,1937,131,10,71,"MAM"
"1937-05-11",1937,5,1937,132,11,72,"MAM"
"1937-05-12",1937,5,1937,133,12,73,"MAM"
"1937-05-13",1937,5,1937,134,13,74,"MAM"
"1937-05-14",1937,5,1937,135,14,75,"MAM"
"1937-05-15",1937,5,1937,136,15,76,"MAM"
"1937-05-16",1937,5,1937,137,16,77,"MAM"
"1937-05-17",1937,5,1937,138,17,78,"MAM"
"1937-05-18",1937,5,1937,139,18,79,"MAM"
"1937-05-19",1937,5,1937,140,19,80,"MAM"
"1937-05-20",1937,5,1937,141,20,81,"MAM"
"1937-05-21",1937,5,1937,142,21,82,"MAM"
"1937-05-22",1937,5,1937,143,22,83,"MAM"
"1937-05-23",1937,5,1937,144,23,84,"MAM"
"1937-05-24",1937,5,1937,145,24,85,"MAM"
"1937-05-25",1937,5,1937,146,25,86,"MAM"
"1937-05-26",1937,5,1937,147,26,87,"MAM"
"1937-05-27",1937,5,1937,148,27,88,"MAM"
"1937-05-28",1937,5,1937,149,28,89,"MAM"
"1937-05-29",1937,5,1937,150,29,90,"MAM"
"1937-05-30",1937,5,1937,151,30,91,"MAM"
"1937-05-31",1937,5,1937,152,31,92,"MAM"
"1937-06-01",1937,6,1937,153,1,1,"JJA"
"1937-06-02",1937,6,1937,154,2,2,"JJA"
"1937-06-03",1937,6,1937,155,3,3,"JJA"
"1937-06-04",1937,6,1937,156,4,4,"JJA"
"1937-06-05",1937,6,1937,157,5,5,"JJA"
"1937-06-06",1937,6,1937,158,6,6,"JJA"
"1937-06-07",1937,6,1937,159,7,7,"JJA"
"1937-06-08",1937,6,1937,160,8,8,"JJA"
"1937-06-09",1937,6,1937,161,9,9,"JJA"
"1937-06-10",1937,6,1937,162,10,10,"JJA"
"1937-06-11",1937,6,1937,163,11,11,"JJA"
"1937-06-12",1937,6,1937,164,12,12,"JJA"
"1937-06-13",1937,6,1937,165,13,13,"JJA"
"1937-06-14",1937,6,1937,166,14,14,"JJA"
"1937-06-15",1937,6,1937,167,15,15,"JJA"
"1937-06-16",1937,6,1937,168,16,16,"JJA"
"1937-06-17",1937,6,1937,169,17,17,"JJA"
"1937-06-18",1937,6,1937,170,18,18,"JJA"
"1937-06-19",1937,6,1937,171,19,19,"JJA"
"1937-06-20",1937,6,1937,172,20,20,"JJA"
"1937-06-21",1937,6,1937,173,21,21,"JJA"
"1937-06-22",1937,6,1937,174,22,22,"JJA"
"1937-06-23",1937,6,1937,175,23,23,"JJA"
"1937-06-24",1937,6,1937,176,24,24,"JJA"
"1937-06-25",1937,6,1937,177,25,25,"JJA"
"1937-06-26",1937,6,1937,178,26,26,"JJA"
"1937-06-27",1937,6,1937,179,27,27,"JJA"
"1937-06-28",1937,6,1937,180,28,28,"JJA"
"1937-06-29",1937,6,1937,181,29,29,"JJA"
"1937-06-30",1937,6,1937,182,30,30,"JJA"
"1937-07-01",1937,7,1937,183,1,31,"JJA"
"1937-07-02",1937,7,1937,184,2,32,"JJA"
"1937-07-03",1937,7,1937,185,3,33,"JJA"
"1937-07-04",1937,7,1937,186,4,34,"JJA"
"1937-07-05",1937,7,1937,187,5,35,"JJA"
"1937-07-06",1937,7,1937,188,6,36,"JJA"
"1937-07-07",1937,7,1937,189,7,37,"JJA"
"1937-07-08",1937,7,1937,190,8,38,"JJA"
"1937-07-09",1937,7,1937,191,9,39,"JJA"
"1937-07-10",1937,7,1937,192,10,40,"JJA"
"1937-07-11",1937,7,1937,193,11,41,"JJA"
"1937-07-12",1937,7,1937,194,12,42,"JJA"
"1937-07-13",1937,7,1937,195,13,43,"JJA"
"1937-07-14",1937,7,1937,196,14,44,"JJA"
"1937-07-15",1937,7,1937,197,15,45,"JJA"
"1937-07-16",1937,7,1937,198,16,46,"JJA"
"1937-07-17",1937,7,1937,199,17,47,"JJA"
"1937-07-18",1937,7,1937,200,18,48,"JJA"
"1937-07-19",1937,7,1937,201,19,49,"JJA"
"1937-07-20",1937,7,1937,202,20,50,"JJA"
"1937-07-21",1937,7,1937,203,21,51,"JJA"
"1937-07-22",1937,7,1937,204,22,52,"JJA"
"1937-07-23",1937,7,1937,205,23,53,"JJA"
"1937-07-24",1937,7,1937,206,24,54,"JJA"
"1937-07-25",1937,7,1937,207,25,55,"JJA"
"1937-07-26",1937,7,1937,208,26,56,"JJA"
"1937-07-27",1937,7,1937,209,27,57,"JJA"
"1937-07-28",1937,7,1937,210,28,58,"JJA"
"1937-07-29",1937,7,1937,211,29,59,"JJA"
"1937-07-30",1937,7,1937,212,30,60,"JJA"
"1937-07-31",1937,7,1937,213,31,61,"JJA"
"1937-08-01",1937,8,1937,214,1,62,"JJA"
"1937-08-02",1937,8,1937,215,2,63,"JJA"
"1937-08-03",1937,8,1937,216,3,64,"JJA"
"1937-08-04",1937,8,1937,217,4,65,"JJA"
"1937-08-05",1937,8,1937,218,5,66,"JJA"
"1937-08-06",1937,8,1937,219,6,67,"JJA"
"1937-08-07",1937,8,1937,220,7,68,"JJA"
"1937-08-08",1937,8,1937,221,8,69,"JJA"
"1937-08-09",1937,8,1937,222,9,70,"JJA"
"1937-08-10",1937,8,1937,223,10,71,"JJA"
"1937-08-11",1937,8,1937,224,11,72,"JJA"
"1937-08-12",1937,8,1937,225,12,73,"JJA"
"1937-08-13",1937,8,1937,226,13,74,"JJA"
"1937-08-14",1937,8,1937,227,14,75,"JJA"
"1937-08-15",1937,8,1937,228,15,76,"JJA"
"1937-08-16",1937,8,1937,229,16,77,"JJA"
"1937-08-17",1937,8,1937,230,17,78,"JJA"
"1937-08-18",1937,8,1937,231,18,79,"JJA"
"1937-08-19",1937,8,1937,232,19,80,"JJA"
"1937-08-20",1937,8,1937,233,20,81,"JJA"
"1937-08-21",1937,8,1937,234,21,82,"JJA"
"1937-08-22",1937,8,1937,235,22,83,"JJA"
"1937-08-23",1937,8,1937,236,23,84,"JJA"
"1937-08-24",1937,8,1937,237,24,85,"JJA"
"1937-08-25",1937,8,1937,238,25,86,"JJA"
"1937-08-26",1937,8,1937,239,26,87,"JJA"
"1937-08-27",1937,8,1937,240,27,88,"JJA"
"1937-08-28",1937,8,1937,241,28,89,"JJA"
"1937-08-29",1937,8,1937,242,29,90,"JJA"
"1937-08-30",1937,8,1937,243,30,91,"JJA"
"1937-08-31",1937,8,1937,244,31,92,"JJA"
"1937-09-01",1937,9,1937,245,1,1,"SON"
"1937-09-02",1937,9,1937,246,2,2,"SON"
"1937-09-03",1937,9,1937,247,3,3,"SON"
"1937-09-04",1937,9,1937,248,4,4,"SON"
"1937-09-05",1937,9,1937,249,5,5,"SON"
"1937-09-06",1937,9,1937,250,6,6,"SON"
"1937-09-07",1937,9,1937,251,7,7,"SON"
"1937-09-08",1937,9,1937,252,8,8,"SON"
"1937-09-09",1937,9,1937,253,9,9,"SON"
"1937-09-10",1937,9,1937,254,10,10,"SON"
"1937-09-11",1937,9,1937,255,11,11,"SON"
"1937-09-12",1937,9,1937,256,12,12,"SON"
"1937-09-13",1937,9,1937,257,13,13,"SON"
"1937-09-14",1937,9,1937,258,14,14,"SON"
"1937-09-15",1937,9,1937,259,15,15,"SON"
"1937-09-16",1937,9,1937,260,16,16,"SON"
"1937-09-17",1937,9,1937,261,17,17,"SON"
"1937-09-18",1937,9,1937,262,18,18,"SON"
"1937-09-19",1937,9,1937,263,19,19,"SON"
"1937-09-20",1937,9,1937,264,20,20,"SON"
"1937-09-21",1937,9,1937,265,21,21,"SON"
"1937-09-22",1937,9,1937,266,22,22,"SON"
"1937-09-23",1937,9,1937,267,23,23,"SON"
"1937-09-24",1937,9,1937,268,24,24,"SON"
"1937-09-25",1937,9,1937,269,25,25,"SON"
"1937-09-26",1937,9,1937,270,26,26,"SON"
"1937-09-27",1937,9,1937,271,27,27,"SON"
"1937-09-28",1937,9,1937,272,28,28,"SON"
"1937-09-29",1937,9,1937,273,29,29,"SON"
"1937-09-30",1937,9,1937,274,30,30,"SON"
"1937-10-01",1937,10,1937,275,1,31,"SON"
"1937-10-02",1937,10,1937,276,2,32,"SON"
"1937-10-03",1937,10,1937,277,3,33,"SON"
"1937-10-04",1937,10,1937,278,4,34,"SON"
"1937-10-05",1937,10,1937,279,5,35,"SON"
"1937-10-06",1937,10,1937,280,6,36,"SON"
"1937-10-07",1937,10,1937,281,7,37,"SON"
"1937-10-08",1937,10,1937,282,8,38,"SON"
"1937-10-09",1937,10,1937,283,9,39,"SON"
"1937-10-10",1937,10,1937,284,10,40,"SON"
"1937-10-11",1937,10,1937,285,11,41,"SON"
"1937-10-12",1937,10,1937,286,12,42,"SON"
"1937-10-13",1937,10,1937,287,13,43,"SON"
"1937-10-14",1937,10,1937,288,14,44,"SON"
"1937-10-15",1937,10,1937,289,15,45,"SON"
"1937-10-16",1937,10,1937,290,16,46,"SON"
"1937-10-17",1937,10,1937,291,17,47,"SON"
"1937-10-18",1937,10,1937,292,18,48,"SON"
"1937-10-19",1937,10,1937,293,19,49,"SON"
"1937-10-20",1937,10,1937,294,20,50,"SON"
"1937-10-21",1937,10,1937,295,21,51,"SON"
"1937-10-22",1937,10,1937,296,22,52,"SON"
"1937-10-23",1937,10,1937,297,23,53,"SON"
"1937-10-24",1937,10,1937,298,24,54,"SON"
"1937-10-25",1937,10,1937,299,25,55,"SON"
"1937-10-26",1937,10,1937,300,26,56,"SON"
"1937-10-27",1937,10,1937,301,27,57,"SON"
"1937-10-28",1937,10,1937,302,28,58,"SON"
"1937-10-29",1937,10,1937,303,29,59,"SON"
"1937-10-30",1937,10,1937,304,30,60,"SON"
"1937-10-31",1937,10,1937,305,31,61,"SON"
"1937-11-01",1937,11,1937,306,1,62,"SON"
"1937-11-02",1937,11,1937,307,2,63,"SON"
"1937-11-03",1937,11,1937,308,3,64,"SON"
"1937-11-04",1937,11,1937,309,4,65,"SON"
"1937-11-05",1937,11,1937,310,5,66,"SON"
"1937-11-06",1937,11,1937,311,6,67,"SON"
"1937-11-07",1937,11,1937,312,7,68,"SON"
"1937-11-08",1937,11,1937,313,8,69,"SON"
"1937-11-09",1937,11,1937,314,9,70,"SON"
"1937-11-10",1937,11,1937,315,10,71,"SON"
"1937-11-11",1937,11,1937,316,11,72,"SON"
"1937-11-12",1937,11,1937,317,12,73,"SON"
"1937-11-13",1937,11,1937,318,13,74,"SON"
"1937-11-14",1937,11,1937,319,14,75,"SON"
"1937-11-15",1937,11,1937,320,15,76,"SON"
"1937-11-16",1937,11,1937,321,16,77,"SON"
"1937-11-17",1937,11,1937,322,17,78,"SON"
"1937-11-18",1937,11,1937,323,18,79,"SON"
"1937-11-19",1937,11,1937,324,19,80,"SON"
"1937-11-20",1937,11,1937,325,20,81,"SON"
"1937-11-21",1937,11,1937,326,21,82,"SON"
"1937-11-22",1937,11,1937,327,22,83,"SON"
"1937-11-23",1937,11,1937,328,23,84,"SON"
"1937-11-24",1937,11,1937,329,24,85,"SON"
"1937-11-25",1937,11,1937,330,25,86,"SON"
"1937-11-26",1937,11,1937,331,26,87,"SON"
"1937-11-27",1937,11,1937,332,27,88,"SON"
"1937-11-28",1937,11,1937,333,28,89,"SON"
"1937-11-29",1937,11,1937,334,29,90,"SON"
"1937-11-30",1937,11,1937,335,30,91,"SON"
"1937-12-01",1937,12,1938,336,1,1,"DJF"
"1937-12-02",1937,12,1938,337,2,2,"DJF"
"1937-12-03",1937,12,1938,338,3,3,"DJF"
"1937-12-04",1937,12,1938,339,4,4,"DJF"
"1937-12-05",1937,12,1938,340,5,5,"DJF"
"1937-12-06",1937,12,1938,341,6,6,"DJF"
"1937-12-07",1937,12,1938,342,7,7,"DJF"
"1937-12-08",1937,12,1938,343,8,8,"DJF"
"1937-12-09",1937,12,1938,344,9,9,"DJF"
"1937-12-10",1937,12,1938,345,10,10,"DJF"
"1937-12-11",1937,12,1938,346,11,11,"DJF"
"1937-12-12",1937,12,1938,347,12,12,"DJF"
"1937-12-13",1937,12,1938,348,13,13,"DJF"
"1937-12-14",1937,12,1938,349,14,14,"DJF"
"1937-12-15",1937,12,1938,350,15,15,"DJF"
"1937-12-16",1937,12,1938,351,16,16,"DJF"
"1937-12-17",1937,12,1938,352,17,17,"DJF"
"1937-12-18",1937,12,1938,353,18,18,"DJF"
"1937-12-19",1937,12,1938,354,19,19,"DJF"
"1937-12-20",1937,12,1938,355,20,20,"DJF"
"1937-12-21",1937,12,1938,356,21,21,"DJF"
"1937-12-22",1937,12,1938,357,22,22,"DJF"
"1937-12-23",1937,12,1938,358,23,23,"DJF"
"1937-12-24",1937,12,1938,359,24,24,"DJF"
"1937-12-25",1937,12,1938,360,25,25,"DJF"
"1937-12-26",1937,12,1938,361,26,26,"DJF"
"1937-12-27",1937,12,1938,362,27,27,"DJF"
"1937-12-28",1937,12,1938,363,28,28,"DJF"
"1937-12-29",1937,12,1938,364,29,29,"DJF"
"1937-12-30",1937,12,1938,365,30,30,"DJF"
"1937-12-31",1937,12,1938,366,31,31,"DJF"
"1938-01-01",1938,1,1938,1,1,32,"DJF"
"1938-01-02",1938,1,1938,2,2,33,"DJF"
"1938-01-03",1938,1,1938,3,3,34,"DJF"
"1938-01-04",1938,1,1938,4,4,35,"DJF"
"1938-01-05",1938,1,1938,5,5,36,"DJF"
"1938-01-06",1938,1,1938,6,6,37,"DJF"
"1938-01-07",1938,1,1938,7,7,38,"DJF"
"1938-01-08",1938,1,1938,8,8,39,"DJF"
"1938-01-09",1938,1,1938,9,9,40,"DJF"
"1938-01-10",1938,1,1938,10,10,41,"DJF"
"1938-01-11",1938,1,1938,11,11,42,"DJF"
"1938-01-12",1938,1,1938,12,12,43,"DJF"
"1938-01-13",1938,1,1938,13,13,44,"DJF"
"1938-01-14",1938,1,1938,14,14,45,"DJF"
"1938-01-15",1938,1,1938,15,15,46,"DJF"
"1938-01-16",1938,1,1938,16,16,47,"DJF"
"1938-01-17",1938,1,1938,17,17,48,"DJF"
"1938-01-18",1938,1,1938,18,18,49,"DJF"
"1938-01-19",1938,1,1938,19,19,50,"DJF"
"1938-01-20",1938,1,1938,20,20,51,"DJF"
"1938-01-21",1938,1,1938,21,21,52,"DJF"
"1938-01-22",1938,1,1938,22,22,53,"DJF"
"1938-01-23",1938,1,1938,23,23,54,"DJF"
"1938-01-24",1938,1,1938,24,24,55,"DJF"
"1938-01-25",1938,1,1938,25,25,56,"DJF"
"1938-01-26",1938,1,1938,26,26,57,"DJF"
"1938-01-27",1938,1,1938,27,27,58,"DJF"
"1938-01-28",1938,1,1938,28,28,59,"DJF"
"1938-01-29",1938,1,1938,29,29,60,"DJF"
"1938-01-30",1938,1,1938,30,30,61,"DJF"
"1938-01-31",1938,1,1938,31,31,62,"DJF"
"1938-02-01",1938,2,1938,32,1,63,"DJF"
"1938-02-02",1938,2,1938,33,2,64,"DJF"
"1938-02-03",1938,2,1938,34,3,65,"DJF"
"1938-02-04",1938,2,1938,35,4,66,"DJF"
"1938-02-05",1938,2,1938,36,5,67,"DJF"
"1938-02-06",1938,2,1938,37,6,68,"DJF"
"1938-02-07",1938,2,1938,38,7,69,"DJF"
"1938-02-08",1938,2,1938,39,8,70,"DJF"
"1938-02-09",1938,2,1938,40,9,71,"DJF"
"1938-02-10",1938,2,1938,41,10,72,"DJF"
"1938-02-11",1938,2,1938,42,11,73,"DJF"
"1938-02-12",1938,2,1938,43,12,74,"DJF"
"1938-02-13",1938,2,1938,44,13,75,"DJF"
"1938-02-14",1938,2,1938,45,14,76,"DJF"
"1938-02-15",1938,2,1938,46,15,77,"DJF"
"1938-02-16",1938,2,1938,47,16,78,"DJF"
"1938-02-17",1938,2,1938,48,17,79,"DJF"
"1938-02-18",1938,2,1938,49,18,80,"DJF"
"1938-02-19",1938,2,1938,50,19,81,"DJF"
"1938-02-20",1938,2,1938,51,20,82,"DJF"
"1938-02-21",1938,2,1938,52,21,83,"DJF"
"1938-02-22",1938,2,1938,53,22,84,"DJF"
"1938-02-23",1938,2,1938,54,23,85,"DJF"
"1938-02-24",1938,2,1938,55,24,86,"DJF"
"1938-02-25",1938,2,1938,56,25,87,"DJF"
"1938-02-26",1938,2,1938,57,26,88,"DJF"
"1938-02-27",1938,2,1938,58,27,89,"DJF"
"1938-02-28",1938,2,1938,59,28,90,"DJF"
"1938-03-01",1938,3,1938,61,1,1,"MAM"
"1938-03-02",1938,3,1938,62,2,2,"MAM"
"1938-03-03",1938,3,1938,63,3,3,"MAM"
"1938-03-04",1938,3,1938,64,4,4,"MAM"
"1938-03-05",1938,3,1938,65,5,5,"MAM"
"1938-03-06",1938,3,1938,66,6,6,"MAM"
"1938-03-07",1938,3,1938,67,7,7,"MAM"
"1938-03-08",1938,3,1938,68,8,8,"MAM"
"1938-03-09",1938,3,1938,69,9,9,"MAM"
"1938-03-10",1938,3,1938,70,10,10,"MAM"
"1938-03-11",1938,3,1938,71,11,11,"MAM"
"1938-03-12",1938,3,1938,72,12,12,"MAM"
"1938-03-13",1938,3,1938,73,13,13,"MAM"
"1938-03-14",1938,3,1938,74,14,14,"MAM"
"1938-03-15",1938,3,1938,75,15,15,"MAM"
"1938-03-16",1938,3,1938,76,16,16,"MAM"
"1938-03-17",1938,3,1938,77,17,17,"MAM"
"1938-03-18",1938,3,1938,78,18,18,"MAM"
"1938-03-19",1938,3,1938,79,19,19,"MAM"
"1938-03-20",1938,3,1938,80,20,20,"MAM"
"1938-03-21",1938,3,1938,81,21,21,"MAM"
"1938-03-22",1938,3,1938,82,22,22,"MAM"
"1938-03-23",1938,3,1938,83,23,23,"MAM"
"1938-03-24",1938,3,1938,84,24,24,"MAM"
"1938-03-25",1938,3,1938,85,25,25,"MAM"
"1938-03-26",1938,3,1938,86,26,26,"MAM"
"1938-03-27",1938,3,1938,87,27,27,"MAM"
"1938-03-28",1938,3,1938,88,28,28,"MAM"
"1938-03-29",1938,3,1938,89,29,29,"MAM"
"1938-03-30",1938,3,1938,90,30,30,"MAM"
"1938-03-31",1938,3,1938,91,31,31,"MAM"
"1938-04-01",1938,4,1938,92,1,32,"MAM"
"1938-04-02",1938,4,1938,93,2,33,"MAM"
"1938-04-03",1938,4,1938,94,3,34,"MAM"
"1938-04-04",1938,4,1938,95,4,35,"MAM"
"1938-04-05",1938,4,1938,96,5,36,"MAM"
"1938-04-06",1938,4,1938,97,6,37,"MAM"
"1938-04-07",1938,4,1938,98,7,38,"MAM"
"1938-04-08",1938,4,1938,99,8,39,"MAM"
"1938-04-09",1938,4,1938,100,9,40,"MAM"
"1938-04-10",1938,4,1938,101,10,41,"MAM"
"1938-04-11",1938,4,1938,102,11,42,"MAM"
"1938-04-12",1938,4,1938,103,12,43,"MAM"
"1938-04-13",1938,4,1938,104,13,44,"MAM"
"1938-04-14",1938,4,1938,105,14,45,"MAM"
"1938-04-15",1938,4,1938,106,15,46,"MAM"
"1938-04-16",1938,4,1938,107,16,47,"MAM"
"1938-04-17",1938,4,1938,108,17,48,"MAM"
"1938-04-18",1938,4,1938,109,18,49,"MAM"
"1938-04-19",1938,4,1938,110,19,50,"MAM"
"1938-04-20",1938,4,1938,111,20,51,"MAM"
"1938-04-21",1938,4,1938,112,21,52,"MAM"
"1938-04-22",1938,4,1938,113,22,53,"MAM"
"1938-04-23",1938,4,1938,114,23,54,"MAM"
"1938-04-24",1938,4,1938,115,24,55,"MAM"
"1938-04-25",1938,4,1938,116,25,56,"MAM"
"1938-04-26",1938,4,1938,117,26,57,"MAM"
"1938-04-27",1938,4,1938,118,27,58,"MAM"
"1938-04-28",1938,4,1938,119,28,59,"MAM"
"1938-04-29",1938,4,1938,120,29,60,"MAM"
"1938-04-30",1938,4,1938,121,30,61,"MAM"
"1938-05-01",1938,5,1938,122,1,62,"MAM"
"1938-05-02",1938,5,1938,123,2,63,"MAM"
"1938-05-03",1938,5,1938,124,3,64,"MAM"
"1938-05-04",1938,5,1938,125,4,65,"MAM"
"1938-05-05",1938,5,1938,126,5,66,"MAM"
"1938-05-06",1938,5,1938,127,6,67,"MAM"
"1938-05-07",1938,5,1938,128,7,68,"MAM"
"1938-05-08",1938,5,1938,129,8,69,"MAM"
"1938-05-09",1938,5,1938,130,9,70,"MAM"
"1938-05-10",1938,5,1938,131,10,71,"MAM"
"1938-05-11",1938,5,1938,132,11,72,"MAM"
"1938-05-12",1938,5,1938,133,12,73,"MAM"
"1938-05-13",1938,5,1938,134,13,74,"MAM"
"1938-05-14",1938,5,1938,135,14,75,"MAM"
"1938-05-15",1938,5,1938,136,15,76,"MAM"
"1938-05-16",1938,5,1938,137,16,77,"MAM"
"1938-05-17",1938,5,1938,138,17,78,"MAM"
"1938-05-18",1938,5,1938,139,18,79,"MAM"
"1938-05-19",1938,5,1938,140,19,80,"MAM"
"1938-05-20",1938,5,1938,141,20,81,"MAM"
"1938-05-21",1938,5,1938,142,21,82,"MAM"
"1938-05-22",1938,5,1938,143,22,83,"MAM"
"1938-05-23",1938,5,1938,144,23,84,"MAM"
"1938-05-24",1938,5,1938,145,24,85,"MAM"
"1938-05-25",1938,5,1938,146,25,86,"MAM"
"1938-05-26",1938,5,1938,147,26,87,"MAM"
"1938-05-27",1938,5,1938,148,27,88,"MAM"
"1938-05-28",1938,5,1938,149,28,89,"MAM"
"1938-05-29",1938,5,1938,150,29,90,"MAM"
"1938-05-30",1938,5,1938,151,30,91,"MAM"
"1938-05-31",1938,5,1938,152,31,92,"MAM"
"1938-06-01",1938,6,1938,153,1,1,"JJA"
"1938-06-02",1938,6,1938,154,2,2,"JJA"
"1938-06-03",1938,6,1938,155,3,3,"JJA"
"1938-06-04",1938,6,1938,156,4,4,"JJA"
"1938-06-05",1938,6,1938,157,5,5,"JJA"
"1938-06-06",1938,6,1938,158,6,6,"JJA"
"1938-06-07",1938,6,1938,159,7,7,"JJA"
"1938-06-08",1938,6,1938,160,8,8,"JJA"
"1938-06-09",1938,6,1938,161,9,9,"JJA"
"1938-06-10",1938,6,1938,162,10,10,"JJA"
"1938-06-11",1938,6,1938,163,11,11,"JJA"
"1938-06-12",1938,6,1938,164,12,12,"JJA"
"1938-06-13",1938,6,1938,165,13,13,"JJA"
"1938-06-14",1938,6,1938,166,14,14,"JJA"
"1938-06-15",1938,6,1938,167,15,15,"JJA"
"1938-06-16",1938,6,1938,168,16,16,"JJA"
"1938-06-17",1938,6,1938,169,17,17,"JJA"
"1938-06-18",1938,6,1938,170,18,18,"JJA"
"1938-06-19",1938,6,1938,171,19,19,"JJA"
"1938-06-20",1938,6,1938,172,20,20,"JJA"
"1938-06-21",1938,6,1938,173,21,21,"JJA"
"1938-06-22",1938,6,1938,174,22,22,"JJA"
"1938-06-23",1938,6,1938,175,23,23,"JJA"
"1938-06-24",1938,6,1938,176,24,24,"JJA"
"1938-06-25",1938,6,1938,177,25,25,"JJA"
"1938-06-26",1938,6,1938,178,26,26,"JJA"
"1938-06-27",1938,6,1938,179,27,27,"JJA"
"1938-06-28",1938,6,1938,180,28,28,"JJA"
"1938-06-29",1938,6,1938,181,29,29,"JJA"
"1938-06-30",1938,6,1938,182,30,30,"JJA"
"1938-07-01",1938,7,1938,183,1,31,"JJA"
"1938-07-02",1938,7,1938,184,2,32,"JJA"
"1938-07-03",1938,7,1938,185,3,33,"JJA"
"1938-07-04",1938,7,1938,186,4,34,"JJA"
"1938-07-05",1938,7,1938,187,5,35,"JJA"
"1938-07-06",1938,7,1938,188,6,36,"JJA"
"1938-07-07",1938,7,1938,189,7,37,"JJA"
"1938-07-08",1938,7,1938,190,8,38,"JJA"
